"","Word","Frequency"
"70545","syncopic",3.3658600058918e-09
"70546","syncretic",5.60415690980985e-07
"70547","syncreticism",1.34634400235672e-08
"70548","syncretism",9.39074941643813e-07
"70549","syncretist",5.04879000883771e-08
"70550","syncretistic",1.1107338019443e-07
"70551","syncretize",6.73172001178361e-09
"70552","syncytia",2.69268800471344e-08
"70553","syncytial",1.26219750220943e-07
"70554","syncytium",1.07707520188538e-07
"70555","syndactyl",5.0487900088377e-09
"70556","syndactylia",3.3658600058918e-09
"70557","syndactylism",5.0487900088377e-09
"70558","syndactylous",6.73172001178361e-09
"70559","syndactyly",1.1107338019443e-07
"70560","synderesis",2.52439500441885e-08
"70561","syndesmology",3.3658600058918e-09
"70562","syndesmosis",1.00975800176754e-08
"70563","syndetic",1.85122300324049e-08
"70564","syndic",5.40220530945634e-07
"70565","syndical",1.17805100206213e-08
"70566","syndicalism",4.62805750810123e-07
"70567","syndicalist",2.89463960506695e-07
"70568","syndicate",5.52674212967434e-06
"70569","syndication",6.78893963188377e-06
"70570","syndicator",1.1107338019443e-07
"70571","syndrome",3.05670576435064e-05
"70572","syndromic",4.71220400824852e-08
"70573","syne",4.40927660771826e-07
"70574","synecdoche",2.17097970380021e-07
"70575","synecdochically",3.3658600058918e-09
"70576","synechia",3.53415300618639e-08
"70577","synecology",1.17805100206213e-08
"70578","synedrion",1.34634400235672e-08
"70579","synema",5.0487900088377e-09
"70580","syneresis",1.51463700265131e-08
"70581","synergetic",3.87073900677557e-08
"70582","synergia",6.73172001178361e-09
"70583","synergic",1.34634400235672e-08
"70584","synergid",3.3658600058918e-09
"70585","synergism",1.07707520188538e-07
"70586","synergist",1.34634400235672e-08
"70587","synergistic",4.05586130709962e-07
"70588","synergistically",7.06830601237279e-08
"70589","synergize",1.6829300029459e-08
"70590","synergy",1.1073679419384e-06
"70591","synesis",1.34634400235672e-08
"70592","synesthesia",2.4234192042421e-07
"70593","synesthetic",1.17805100206213e-08
"70594","syngamy",1.85122300324049e-08
"70595","synkinesis",3.3658600058918e-09
"70596","synod",6.60718319156561e-06
"70597","synodal",8.75123601531869e-08
"70598","synodical",1.9690281034467e-07
"70599","synodically",3.3658600058918e-09
"70600","synoecism",2.52439500441885e-08
"70601","synonym",5.6058398398128e-06
"70602","synonymic",1.6829300029459e-08
"70603","synonymity",1.17805100206213e-08
"70604","synonymize",1.34634400235672e-08
"70605","synonymous",4.62132578808945e-06
"70606","synonymously",4.64488680813069e-07
"70607","synonymy",4.05586130709962e-07
"70608","synopses",3.83708040671666e-07
"70609","synopsis",6.81081772192206e-06
"70610","synopsize",3.3658600058918e-09
"70611","synoptic",1.21844132213283e-06
"70612","synoptical",7.74147801355115e-08
"70613","synostosis",3.3658600058918e-08
"70614","synovial",3.18073770556775e-07
"70615","synovitis",5.04879000883771e-08
"70616","synsacrum",5.0487900088377e-09
"70617","syntactic",2.0750526936323e-06
"70618","syntactical",2.97878610521425e-07
"70619","syntactically",3.95488550692287e-07
"70620","syntactician",6.73172001178361e-09
"70621","syntactics",2.86098100500803e-08
"70622","syntagma",2.00268670350562e-07
"70623","syntax",9.90572599733958e-06
"70624","syntaxis",2.69268800471344e-08
"70625","syntexis",5.0487900088377e-09
"70626","syntheme",6.73172001178361e-09
"70627","syntheses",6.19318241084092e-07
"70628","synthesis",1.67956414294001e-05
"70629","synthesist",4.37561800765934e-08
"70630","synthesize",1.08212399189421e-06
"70631","synthesizer",7.9451125439076e-06
"70632","synthetic",1.03752634681615e-05
"70633","synthetical",6.73172001178361e-09
"70634","synthetically",2.28878480400643e-07
"70635","synthetism",2.52439500441885e-08
"70636","synthetist",1.34634400235672e-08
"70637","synthetize",3.3658600058918e-09
"70638","synthetizer",5.0487900088377e-09
"70639","syntonic",1.27902680223889e-07
"70640","syntonin",3.3658600058918e-09
"70641","syntony",6.73172001178361e-09
"70642","syntropy",1.17805100206213e-08
"70643","syntype",5.0487900088377e-09
"70644","sypher",3.70244600648098e-08
"70645","syphilis",1.91854020335833e-06
"70646","syphilitic",8.91952901561328e-08
"70647","syphilology",3.3658600058918e-09
"70648","syre",4.37561800765934e-08
"70649","syringa",1.61561280282807e-07
"70650","syringe",7.59001431328602e-07
"70651","syringeal",5.0487900088377e-09
"70652","syringes",3.4500065060391e-07
"70653","syringin",5.0487900088377e-09
"70654","syringomyelia",1.61561280282807e-07
"70655","syrinx",3.8202511066872e-07
"70656","syrma",1.17805100206213e-08
"70657","syrphid",4.03903200707016e-08
"70658","syrt",1.00975800176754e-08
"70659","syrup",3.48871389610685e-06
"70660","syruped",6.73172001178361e-09
"70661","syrupy",5.72196201001607e-08
"70662","syssel",8.41465001472951e-09
"70663","syssitia",1.00975800176754e-08
"70664","system",0.000550249110833189
"70665","systematic",1.09777524092161e-05
"70666","systematical",3.53415300618639e-08
"70667","systematically",3.05115209534092e-06
"70668","systematics",2.86939565502276e-06
"70669","systematist",2.35610200412426e-08
"70670","systematization",1.49780770262185e-07
"70671","systematize",1.09390450191484e-07
"70672","systematizer",1.6829300029459e-08
"70673","systemed",5.0487900088377e-09
"70674","systemic",4.15178831726754e-06
"70675","systemically",1.29585610226834e-07
"70676","systemization",3.19756700559721e-08
"70677","systemize",1.51463700265131e-08
"70678","systemizer",3.3658600058918e-09
"70679","systole",2.37293130415372e-07
"70680","systolic",6.17635311081146e-07
"70681","syzygium",1.1107338019443e-07
"70682","syzygy",3.13024980547938e-07
"70683","szlachta",1.83607663321398e-06
"70684","t",0.000491806000620887
"70685","ta",3.68830939445624e-05
"70686","taa",3.71927530651044e-07
"70687","taar",2.86098100500803e-08
"70688","tab",8.33555230459105e-06
"70689","tabacum",3.53415300618639e-08
"70690","tabanid",6.73172001178361e-09
"70691","tabard",2.40658990421264e-07
"70692","tabaret",3.3658600058918e-08
"70693","tabasheer",3.3658600058918e-09
"70694","tabashir",3.3658600058918e-09
"70695","tabby",7.16928181254954e-07
"70696","tabella",2.18780900382967e-08
"70697","tabellion",3.3658600058918e-09
"70698","taberna",4.71220400824852e-08
"70699","tabernacle",2.53954137444537e-06
"70700","tabes",5.38537600942689e-08
"70701","tabet",2.35610200412426e-08
"70702","tabetic",5.0487900088377e-09
"70703","tabid",3.81856817668425e-06
"70704","tabla",9.05416341584895e-07
"70705","tablature",3.50049440612748e-07
"70706","table",0.000115447315272086
"70707","tableau",1.42375878249223e-06
"70708","tableaux",5.57049830975093e-07
"70709","tablecloth",1.44731980253348e-07
"70710","tabled",6.04171871057579e-07
"70711","tableful",3.3658600058918e-09
"70712","tableland",3.33220140583289e-07
"70713","tableless",1.00975800176754e-08
"70714","tabler",2.52439500441885e-08
"70715","tables",2.20026268585147e-05
"70716","tablespoon",2.053174603594e-07
"70717","tablespoonful",8.41465001472951e-09
"70718","tablet",4.85020426849009e-06
"70719","tableware",2.20463830385913e-07
"70720","tabling",1.14439240200321e-07
"70721","tablinum",2.69268800471344e-08
"70722","tabloid",3.99695875699652e-06
"70723","taboo",2.87612737503455e-06
"70724","tabooism",3.3658600058918e-09
"70725","tabor",2.12385766371773e-06
"70726","taborer",3.3658600058918e-09
"70727","tabouret",6.73172001178361e-09
"70728","tabu",5.62098620983931e-07
"70729","tabula",9.34026151634975e-07
"70730","tabular",7.70781941349223e-07
"70731","tabularium",5.72196201001607e-08
"70732","tabulate",1.14439240200321e-07
"70733","tabulated",4.8468384084842e-07
"70734","tabulation",4.96464350869041e-07
"70735","tabulator",1.00975800176754e-07
"70736","tabule",8.41465001472951e-09
"70737","tabut",8.41465001472951e-09
"70738","taccada",1.51463700265131e-08
"70739","tach",3.11342050544992e-07
"70740","tache",8.24635701443492e-08
"70741","tachibana",6.37830471116497e-07
"70742","tachinid",5.04879000883771e-08
"70743","tachistoscope",2.35610200412426e-08
"70744","tachograph",5.89025501031066e-08
"70745","tachometer",3.50049440612748e-07
"70746","tachycardia",1.19656323209454e-06
"70747","tachygraphy",8.41465001472951e-09
"70748","tachylite",3.02927400530262e-08
"70749","tachylyte",1.34634400235672e-08
"70750","tachymeter",3.53415300618639e-08
"70751","tachymetric",1.51463700265131e-08
"70752","tachypnea",8.24635701443492e-08
"70753","tacit",1.05856297185297e-06
"70754","tacitly",4.40927660771826e-07
"70755","taciturn",2.053174603594e-07
"70756","taciturnity",1.51463700265131e-08
"70757","tack",1.3968319024451e-06
"70758","tacker",2.69268800471344e-08
"70759","tacket",3.3658600058918e-09
"70760","tackey",5.72196201001607e-08
"70761","tackiness",2.01951600353508e-08
"70762","tacking",2.28878480400643e-07
"70763","tackle",6.07201145062881e-06
"70764","tackled",1.26724629221826e-06
"70765","tackler",1.06024590185592e-07
"70766","tackling",1.16290463203562e-06
"70767","tacksman",8.41465001472951e-09
"70768","tacky",2.07000390362346e-07
"70769","taconite",1.58195420276915e-07
"70770","tact",6.05854801060525e-07
"70771","tactful",1.34634400235672e-07
"70772","tactfully",7.40489201296197e-08
"70773","tactfulness",6.73172001178361e-09
"70774","tactic",4.52203291791564e-06
"70775","tactical",1.57942980776473e-05
"70776","tactically",5.63781550986877e-07
"70777","tactician",4.61122820807177e-07
"70778","tactics",1.67148607892587e-05
"70779","tactile",8.48196721484734e-07
"70780","tactility",3.3658600058918e-09
"70781","taction",3.3658600058918e-09
"70782","tactless",1.16122170203267e-07
"70783","tactlessly",1.00975800176754e-08
"70784","tactlessness",1.51463700265131e-08
"70785","tactual",1.17805100206213e-08
"70786","tactually",8.41465001472951e-09
"70787","tactus",4.03903200707016e-08
"70788","tad",2.115443013703e-06
"70789","tade",7.74147801355115e-08
"70790","tadpole",5.99123081048741e-07
"70791","tae",9.49172521661488e-07
"70792","tael",1.66610070291644e-07
"70793","taen",1.17805100206213e-08
"70794","taenia",2.07000390362346e-07
"70795","taeniasis",1.17805100206213e-08
"70796","taeniosome",3.3658600058918e-09
"70797","taenite",3.87073900677557e-08
"70798","taffarel",9.59270101679164e-08
"70799","taffeta",5.89025501031066e-08
"70800","taffrail",6.73172001178361e-09
"70801","taffy",7.53952641319764e-07
"70802","tafia",6.73172001178361e-09
"70803","taft",6.17635311081146e-06
"70804","tag",3.51479931115252e-05
"70805","tagatose",5.2170830091323e-08
"70806","tagboard",1.51463700265131e-08
"70807","tagged",4.89059458856079e-06
"70808","tagger",8.75123601531869e-08
"70809","taggle",4.20732500736475e-08
"70810","taggy",3.3658600058918e-09
"70811","tagua",2.69268800471344e-08
"70812","taha",7.59001431328602e-07
"70813","taheen",5.0487900088377e-09
"70814","tahil",2.01951600353508e-08
"70815","tahin",1.6829300029459e-08
"70816","tahr",1.3968319024451e-07
"70817","tahsil",4.88049700854312e-08
"70818","tahsildar",1.34634400235672e-08
"70819","tahua",1.00975800176754e-08
"70820","tai",9.52201795666791e-06
"70821","taiaha",5.89025501031066e-08
"70822","taich",4.03903200707016e-08
"70823","taiga",9.239285716173e-07
"70824","taihoa",3.3658600058918e-09
"70825","tail",2.54139259744861e-05
"70826","tailband",5.0487900088377e-09
"70827","tailboard",1.00975800176754e-08
"70828","tailed",7.4722092130798e-07
"70829","tailender",1.17805100206213e-08
"70830","tailer",2.35610200412426e-08
"70831","tailhead",3.3658600058918e-09
"70832","tailing",1.36317330238618e-07
"70833","tailings",5.14976580901446e-07
"70834","taille",1.64927140288698e-07
"70835","tailless",2.57488290450723e-07
"70836","taillessness",8.41465001472951e-09
"70837","taillight",2.27195550397697e-07
"70838","tailor",1.89329625331414e-06
"70839","tailorbird",1.44731980253348e-07
"70840","tailoress",5.0487900088377e-09
"70841","tailoring",4.05586130709962e-07
"70842","tailpiece",2.47390710433048e-07
"70843","tailpin",6.73172001178361e-09
"70844","tailpipe",1.09390450191484e-07
"70845","tailrace",7.23659901266738e-08
"70846","tailstock",1.85122300324049e-08
"70847","tailward",3.3658600058918e-09
"70848","tailwards",3.3658600058918e-09
"70849","tailzie",1.17805100206213e-08
"70850","taimen",7.06830601237279e-08
"70851","tain",1.50622235263658e-06
"70852","taint",5.26757090922067e-07
"70853","taintor",1.51463700265131e-08
"70854","taipan",1.81756440318157e-07
"70855","taipo",3.87073900677557e-08
"70856","taise",5.0487900088377e-09
"70857","tait",3.13698152549116e-06
"70858","taj",2.75495641482244e-06
"70859","takamaka",2.35610200412426e-08
"70860","takar",8.41465001472951e-09
"70861","take",0.00019090989660418
"70862","takedown",7.23659901266738e-07
"70863","taken",0.000151919774295929
"70864","taker",7.37123341290305e-07
"70865","takin",1.3968319024451e-07
"70866","taking",8.62249187009333e-05
"70867","takings",3.7361046065399e-07
"70868","takt",3.3658600058918e-08
"70869","taky",2.69268800471344e-08
"70870","tal",3.64186052637493e-06
"70871","tala",7.94342961390466e-07
"70872","talahib",1.51463700265131e-08
"70873","talaje",3.3658600058918e-09
"70874","talak",1.85122300324049e-08
"70875","talao",6.73172001178361e-08
"70876","talapoin",2.18780900382967e-08
"70877","talar",7.90977101384574e-08
"70878","talari",2.01951600353508e-08
"70879","talaria",1.17805100206213e-08
"70880","talayot",3.3658600058918e-09
"70881","talbot",8.11340554420219e-06
"70882","talbotype",5.0487900088377e-09
"70883","talc",3.85390970674611e-07
"70884","talcum",1.04341660182646e-07
"70885","tald",1.17805100206213e-08
"70886","tale",2.40238257920527e-05
"70887","talebearer",5.0487900088377e-09
"70888","talebook",3.3658600058918e-09
"70889","talent",2.03802823356749e-05
"70890","talented",6.67450039168345e-06
"70891","talentless",7.90977101384574e-08
"70892","taler",7.23659901266738e-08
"70893","tales",2.765558873841e-05
"70894","tali",3.16390840553829e-07
"70895","talion",2.52439500441885e-08
"70896","talipes",3.19756700559721e-08
"70897","talipot",1.34634400235672e-08
"70898","talis",5.72196201001607e-08
"70899","talisay",2.40658990421264e-07
"70900","talisman",1.18141686206802e-06
"70901","talismanic",6.39513401119443e-08
"70902","talite",3.3658600058918e-09
"70903","talk",0.000355296816361933
"70904","talkative",3.50049440612748e-07
"70905","talkativeness",2.69268800471344e-08
"70906","talker",5.31805880930905e-07
"70907","talkfest",5.0487900088377e-09
"70908","talkie",6.69806141172469e-07
"70909","talking",2.01093306052006e-05
"70910","talky",1.14439240200321e-07
"70911","tall",2.33052146807948e-05
"70912","tallage",5.04879000883771e-08
"70913","tallboy",2.55805360447777e-07
"70914","taller",3.20934751561783e-06
"70915","tallero",1.00975800176754e-08
"70916","tallet",9.08782201590787e-08
"70917","tallis",5.08244860889662e-07
"70918","tallish",3.3658600058918e-09
"70919","tallit",2.27195550397697e-07
"70920","tallness",1.85122300324049e-08
"70921","tallow",4.00537340701125e-07
"70922","tallowwood",6.73172001178361e-09
"70923","tallowy",3.3658600058918e-09
"70924","tallwood",1.17805100206213e-08
"70925","tally",3.23459146566202e-06
"70926","tallyho",2.35610200412426e-08
"70927","tallyman",2.52439500441885e-08
"70928","talma",1.3126854022978e-07
"70929","talocalcaneal",1.6829300029459e-08
"70930","talocrural",1.34634400235672e-08
"70931","talofibular",8.41465001472951e-09
"70932","talon",1.76202771308436e-06
"70933","talonavicular",5.0487900088377e-09
"70934","taloned",1.85122300324049e-08
"70935","talonid",1.34634400235672e-08
"70936","talose",8.41465001472951e-09
"70937","talpacoti",3.3658600058918e-09
"70938","talpid",3.3658600058918e-09
"70939","talpine",3.3658600058918e-09
"70940","taluk",8.01074681402249e-07
"70941","taluka",2.76000520483128e-07
"70942","talukdar",2.86098100500803e-08
"70943","talus",3.60147020630423e-07
"70944","taluto",5.0487900088377e-09
"70945","talwar",1.69975930297536e-07
"70946","talwood",5.0487900088377e-09
"70947","tam",4.88554579855195e-06
"70948","tamable",6.73172001178361e-09
"70949","tamale",3.41634790598018e-07
"70950","tamandu",2.01951600353508e-08
"70951","tamandua",3.19756700559721e-08
"70952","tamanu",3.3658600058918e-09
"70953","tamara",1.99595498349384e-06
"70954","tamarack",3.38268930592126e-07
"70955","tamarao",5.0487900088377e-09
"70956","tamarin",5.58732760978039e-07
"70957","tamarind",5.43586390951526e-07
"70958","tamarisk",1.53146630268077e-07
"70959","tamas",2.55805360447777e-07
"70960","tamasha",3.53415300618639e-08
"70961","tambaroora",3.3658600058918e-09
"70962","tamber",8.41465001472951e-09
"70963","tambo",6.93367161213711e-07
"70964","tamboo",5.0487900088377e-09
"70965","tambor",4.8468384084842e-07
"70966","tambour",1.26219750220943e-07
"70967","tamboura",9.42440801649705e-08
"70968","tambourin",4.88049700854312e-08
"70969","tambourine",1.66610070291644e-06
"70970","tamburan",6.73172001178361e-09
"70971","tamburello",6.39513401119443e-08
"70972","tame",2.28541894400053e-06
"70973","tamely",4.20732500736475e-08
"70974","tameness",5.2170830091323e-08
"70975","tamer",6.159523810782e-07
"70976","tamis",2.18780900382967e-08
"70977","tamise",1.17805100206213e-08
"70978","tamlung",3.3658600058918e-09
"70979","tammie",5.89025501031066e-08
"70980","tammy",2.10871129369121e-06
"70981","tamp",5.55366900972148e-08
"70982","tampan",3.3658600058918e-09
"70983","tamper",4.86366770851366e-07
"70984","tamperer",1.85122300324049e-08
"70985","tamperproof",8.41465001472951e-09
"70986","tampin",3.02927400530262e-08
"70987","tamping",8.24635701443492e-08
"70988","tampion",2.69268800471344e-08
"70989","tampon",2.47390710433048e-07
"70990","tamponade",1.36317330238618e-07
"70991","tan",1.15179729401618e-05
"70992","tana",1.05519711184708e-06
"70993","tanach",1.9690281034467e-07
"70994","tanager",8.73440671528923e-07
"70995","tanak",3.3658600058918e-09
"70996","tanan",5.0487900088377e-09
"70997","tanbark",8.41465001472951e-09
"70998","tanbur",9.76099401708623e-08
"70999","tandan",1.00975800176754e-08
"71000","tandem",3.5307871461805e-06
"71001","tandle",2.69268800471344e-08
"71002","tane",2.30561410403589e-07
"71003","tanekaha",6.73172001178361e-09
"71004","tang",1.30679514728749e-05
"71005","tanga",4.32513010757097e-07
"71006","tanged",1.34634400235672e-08
"71007","tangelo",9.25611501620246e-08
"71008","tangency",5.89025501031066e-08
"71009","tangent",4.36720335764461e-06
"71010","tangental",1.17805100206213e-08
"71011","tangentally",3.3658600058918e-09
"71012","tangential",6.36147541113551e-07
"71013","tangentially",1.81756440318157e-07
"71014","tangently",3.3658600058918e-09
"71015","tanger",2.03634530356454e-07
"71016","tanghinin",3.3658600058918e-09
"71017","tangi",9.76099401708623e-08
"71018","tangibility",1.34634400235672e-08
"71019","tangible",1.51968579266015e-06
"71020","tangibly",3.87073900677557e-08
"71021","tangie",1.51463700265131e-08
"71022","tangka",2.69268800471344e-08
"71023","tanglad",3.3658600058918e-09
"71024","tangle",5.70513270998661e-07
"71025","tanglefoot",5.55366900972148e-08
"71026","tangler",6.73172001178361e-09
"71027","tangling",7.57318501325656e-08
"71028","tango",5.9356941203902e-06
"71029","tangram",1.86805230326995e-07
"71030","tangs",1.04341660182646e-07
"71031","tangun",2.86098100500803e-08
"71032","tangy",1.73341790303428e-07
"71033","tanh",2.23829690391805e-07
"71034","tanha",6.73172001178361e-08
"71035","tanhouse",1.17805100206213e-08
"71036","tania",8.22952771440546e-07
"71037","tanica",8.41465001472951e-09
"71038","tanist",3.53415300618639e-08
"71039","tanistry",1.1107338019443e-07
"71040","tanjong",4.52708170792448e-07
"71041","tank",4.23542993841395e-05
"71042","tanka",5.33488810933851e-07
"71043","tankage",1.07707520188538e-07
"71044","tankard",1.98585740347616e-07
"71045","tanked",8.24635701443492e-08
"71046","tanker",6.13259693073487e-06
"71047","tankette",2.15415040377075e-07
"71048","tankful",1.00975800176754e-08
"71049","tankless",9.59270101679164e-08
"71050","tankman",4.37561800765934e-08
"71051","tannage",5.0487900088377e-09
"71052","tannaic",8.41465001472951e-09
"71053","tannaim",1.83439370321103e-07
"71054","tannaitic",7.57318501325656e-08
"71055","tannate",1.6829300029459e-08
"71056","tanned",3.13024980547938e-07
"71057","tanner",4.3924473076888e-06
"71058","tannery",5.20025370910284e-07
"71059","tannic",2.3392727040948e-07
"71060","tannin",2.46044366430691e-06
"71061","tanning",1.6644177729135e-06
"71062","tanoa",3.87073900677557e-08
"71063","tanquam",8.41465001472951e-09
"71064","tansy",2.37293130415372e-07
"71065","tantalate",3.19756700559721e-08
"71066","tantalite",8.75123601531869e-08
"71067","tantalize",1.51463700265131e-08
"71068","tantalizingly",2.86098100500803e-08
"71069","tantalum",6.88318371204874e-07
"71070","tantamount",6.42879261125334e-07
"71071","tantara",5.0487900088377e-09
"71072","tanti",1.3126854022978e-07
"71073","tantivy",3.02927400530262e-08
"71074","tantra",1.59373471278977e-06
"71075","tantric",1.27902680223889e-06
"71076","tantrik",6.22684101089984e-08
"71077","tantrism",7.90977101384574e-08
"71078","tantrum",2.86098100500803e-07
"71079","tantum",1.83439370321103e-07
"71080","tanyard",5.2170830091323e-08
"71081","tao",4.62132578808945e-06
"71082","tap",6.89328129206641e-06
"71083","tapa",4.03903200707016e-07
"71084","tapaculo",8.5829430150241e-08
"71085","tapadero",3.3658600058918e-09
"71086","tapas",4.27464220748259e-07
"71087","tapasvi",3.3658600058918e-09
"71088","tape",2.35256785111808e-05
"71089","tapeless",9.25611501620246e-08
"71090","taper",1.1073679419384e-06
"71091","tapered",1.3345634923361e-06
"71092","tapering",7.05147671234333e-07
"71093","tapestry",2.32412633406829e-06
"71094","tapet",5.0487900088377e-09
"71095","tapetal",6.73172001178361e-09
"71096","tapete",1.34634400235672e-08
"71097","tapeti",3.3658600058918e-09
"71098","tapetum",2.35610200412426e-07
"71099","tapeworm",4.4765938078361e-07
"71100","taphephobia",3.3658600058918e-09
"71101","taphole",6.73172001178361e-09
"71102","taphouse",2.35610200412426e-08
"71103","tapia",4.99830210874933e-07
"71104","tapioca",6.21001171087038e-07
"71105","tapir",7.77513661361007e-07
"71106","tapis",9.76099401708623e-08
"71107","tapism",5.0487900088377e-09
"71108","tapoa",1.00975800176754e-08
"71109","tappa",4.88049700854312e-08
"71110","tappen",7.57318501325656e-08
"71111","tapper",4.19049570733529e-07
"71112","tappet",1.58195420276915e-07
"71113","tapping",2.3611507941331e-06
"71114","taproom",3.19756700559721e-08
"71115","taproot",4.24098360742367e-07
"71116","taps",1.65768605290171e-06
"71117","tapster",8.41465001472951e-09
"71118","tapu",2.4234192042421e-07
"71119","tapul",1.00975800176754e-08
"71120","taqua",8.41465001472951e-09
"71121","tar",8.43316224476191e-06
"71122","tara",6.57184166150375e-06
"71123","taraf",1.36317330238618e-07
"71124","tarafdar",8.41465001472951e-09
"71125","tarage",6.73172001178361e-09
"71126","tarairi",3.3658600058918e-09
"71127","tarakihi",5.0487900088377e-09
"71128","tarand",7.90977101384574e-08
"71129","tarantass",1.00975800176754e-08
"71130","tarantella",3.01244470527316e-07
"71131","tarantism",2.35610200412426e-08
"71132","tarantula",9.79465261714515e-07
"71133","taraph",3.3658600058918e-09
"71134","tarata",5.55366900972148e-08
"71135","taraxacin",3.3658600058918e-09
"71136","tarbet",1.16122170203267e-07
"71137","tarboard",6.73172001178361e-09
"71138","tarbrush",5.0487900088377e-09
"71139","tarbush",8.41465001472951e-09
"71140","tardigrade",6.56342701148902e-08
"71141","tardily",1.6829300029459e-08
"71142","tardiness",9.08782201590787e-08
"71143","tardive",3.46683580606856e-07
"71144","tardy",2.28878480400643e-07
"71145","tare",3.29854280577397e-07
"71146","tarea",1.85122300324049e-08
"71147","tarefa",5.0487900088377e-09
"71148","tarente",3.53415300618639e-08
"71149","tarentola",1.27902680223889e-07
"71150","targe",7.06830601237279e-08
"71151","targeman",6.73172001178361e-09
"71152","targer",3.3658600058918e-09
"71153","target",4.82294080244237e-05
"71154","targeted",9.57755464676513e-06
"71155","targeteer",3.3658600058918e-09
"71156","tari",2.15415040377075e-07
"71157","tariff",4.17703226731173e-06
"71158","tarin",1.21170960212105e-07
"71159","tarish",4.20732500736475e-08
"71160","tarkhan",1.27902680223889e-07
"71161","tarlatan",1.17805100206213e-08
"71162","tarlike",6.73172001178361e-09
"71163","tarmac",9.02050481579003e-07
"71164","tarman",1.6829300029459e-08
"71165","tarn",2.37798009416256e-06
"71166","tarnal",6.73172001178361e-09
"71167","tarnation",6.39513401119443e-08
"71168","tarnish",4.106349207188e-07
"71169","tarnishment",8.41465001472951e-09
"71170","tarnside",3.3658600058918e-09
"71171","taro",2.61527322457793e-06
"71172","tarocco",6.22684101089984e-08
"71173","tarok",1.51463700265131e-08
"71174","taropatch",1.00975800176754e-08
"71175","tarot",2.65061475463979e-06
"71176","tarp",3.50049440612748e-07
"71177","tarpan",2.1373211037413e-07
"71178","tarpaulin",2.053174603594e-07
"71179","tarpon",4.71220400824852e-07
"71180","tarpum",3.3658600058918e-09
"71181","tarr",7.77513661361007e-07
"71182","tarragon",2.72634660477236e-07
"71183","tarragona",1.05519711184708e-06
"71184","tarras",2.52439500441885e-08
"71185","tarred",2.72634660477236e-07
"71186","tarriance",3.3658600058918e-09
"71187","tarrier",2.01951600353508e-08
"71188","tarrow",2.18780900382967e-08
"71189","tarry",1.71658860300482e-07
"71190","tarrying",2.86098100500803e-08
"71191","tars",1.73341790303428e-07
"71192","tarsal",1.36317330238618e-07
"71193","tarse",2.01951600353508e-08
"71194","tarsi",8.5829430150241e-08
"71195","tarsia",2.69268800471344e-08
"71196","tarsier",4.35878870762989e-07
"71197","tarsometatarsal",2.69268800471344e-08
"71198","tarsometatarsus",3.87073900677557e-08
"71199","tarsorrhaphy",6.73172001178361e-09
"71200","tarsus",2.42510213424504e-06
"71201","tart",1.2319047621564e-06
"71202","tartan",2.18780900382967e-06
"71203","tartana",5.0487900088377e-09
"71204","tartane",8.41465001472951e-09
"71205","tartar",7.80879521366898e-07
"71206","tartaric",2.40658990421264e-07
"71207","tartly",1.00975800176754e-08
"71208","tartness",4.03903200707016e-08
"71209","tartrate",2.59171220453669e-07
"71210","tartrazine",1.12756310197375e-07
"71211","tartronic",5.0487900088377e-09
"71212","tarweed",2.01951600353508e-08
"71213","tarwhine",3.3658600058918e-09
"71214","tasajo",1.00975800176754e-08
"71215","tasco",2.01951600353508e-08
"71216","tash",2.35610200412426e-07
"71217","tashreef",6.73172001178361e-09
"71218","task",4.53381342793626e-05
"71219","tasker",5.06561930886716e-07
"71220","taskmaster",2.97878610521425e-07
"71221","tass",3.28171350574451e-07
"71222","tassah",3.3658600058918e-09
"71223","tassal",5.0487900088377e-09
"71224","tasse",3.02927400530262e-08
"71225","tassel",4.51025240789502e-07
"71226","tasser",3.3658600058918e-09
"71227","tasset",5.0487900088377e-09
"71228","tassie",1.12756310197375e-07
"71229","taste",1.59003226678329e-05
"71230","tasted",6.22684101089984e-07
"71231","tasteful",2.17097970380021e-07
"71232","tastefully",6.9000130120782e-08
"71233","tastefulness",3.3658600058918e-09
"71234","tasteless",4.61122820807177e-07
"71235","tastelessly",5.0487900088377e-09
"71236","tastelessness",2.69268800471344e-08
"71237","taster",1.36317330238618e-07
"71238","tastiness",3.3658600058918e-09
"71239","tasting",1.17468514205624e-06
"71240","tasty",7.89294171381628e-07
"71241","tasu",6.73172001178361e-09
"71242","tat",7.40825787296786e-06
"71243","tataupa",5.0487900088377e-09
"71244","tate",9.10801717594322e-06
"71245","tater",1.7670765030932e-07
"71246","tath",1.91854020335833e-07
"71247","tatie",1.17805100206213e-08
"71248","tatler",3.26488420571505e-07
"71249","tatou",2.35610200412426e-08
"71250","tatouay",3.3658600058918e-09
"71251","tatpurusha",2.86098100500803e-08
"71252","tatta",2.35610200412426e-08
"71253","tatter",1.17805100206213e-08
"71254","tatterdemalion",3.02927400530262e-08
"71255","tattered",3.90439760683449e-07
"71256","tatting",1.16122170203267e-07
"71257","tattle",4.37561800765934e-08
"71258","tattler",1.026587301797e-07
"71259","tattletale",3.3658600058918e-08
"71260","tattling",2.18780900382967e-08
"71261","tattoo",3.94983671691403e-06
"71262","tattooer",6.73172001178361e-09
"71263","tattooing",3.8202511066872e-07
"71264","tattooist",4.71220400824852e-08
"71265","tattva",1.26219750220943e-07
